run_id,stage,model,topic_index,word_rank,word
20250921-205356,no_stopwords,HDP2,72,39,older
20250921-205356,no_stopwords,HDP2,72,40,instruments
20250921-205356,no_stopwords,HDP2,72,41,models
20250921-205356,no_stopwords,HDP2,72,42,booth
20250921-205356,no_stopwords,HDP2,72,43,mobility
20250921-205356,no_stopwords,HDP2,72,44,carries
20250921-205356,no_stopwords,HDP2,72,45,control
20250921-205356,no_stopwords,HDP2,72,46,chips
20250921-205356,no_stopwords,HDP2,72,47,reported
20250921-205356,no_stopwords,HDP2,72,48,direct
20250921-205356,no_stopwords,HDP2,72,49,precision
20250921-205356,no_stopwords,HDP2,72,50,mouse
20250921-205356,no_stopwords,HDP2,73,1,tennessee
20250921-205356,no_stopwords,HDP2,73,2,procurement
20250921-205356,no_stopwords,HDP2,73,3,criticized
20250921-205356,no_stopwords,HDP2,73,4,clients
20250921-205356,no_stopwords,HDP2,73,5,transferred
20250921-205356,no_stopwords,HDP2,73,6,text
20250921-205356,no_stopwords,HDP2,73,7,mineral
20250921-205356,no_stopwords,HDP2,73,8,harris
20250921-205356,no_stopwords,HDP2,73,9,prior
20250921-205356,no_stopwords,HDP2,73,10,soft
20250921-205356,no_stopwords,HDP2,73,11,charlotte
20250921-205356,no_stopwords,HDP2,73,12,sole
20250921-205356,no_stopwords,HDP2,73,13,hathaway
20250921-205356,no_stopwords,HDP2,73,14,oriented
20250921-205356,no_stopwords,HDP2,73,15,works
20250921-205356,no_stopwords,HDP2,73,16,vessel
20250921-205356,no_stopwords,HDP2,73,17,orleans
20250921-205356,no_stopwords,HDP2,73,18,developers
20250921-205356,no_stopwords,HDP2,73,19,transmits
20250921-205356,no_stopwords,HDP2,73,20,joint
20250921-205356,no_stopwords,HDP2,73,21,bulk
20250921-205356,no_stopwords,HDP2,73,22,sam
20250921-205356,no_stopwords,HDP2,73,23,donnelley
20250921-205356,no_stopwords,HDP2,73,24,smallest
20250921-205356,no_stopwords,HDP2,73,25,spending
20250921-205356,no_stopwords,HDP2,73,26,greater
20250921-205356,no_stopwords,HDP2,73,27,law
20250921-205356,no_stopwords,HDP2,73,28,took
20250921-205356,no_stopwords,HDP2,73,29,policy
20250921-205356,no_stopwords,HDP2,73,30,dealerships
20250921-205356,no_stopwords,HDP2,73,31,indiana
20250921-205356,no_stopwords,HDP2,73,32,spill
20250921-205356,no_stopwords,HDP2,73,33,morgan
20250921-205356,no_stopwords,HDP2,73,34,clubs
20250921-205356,no_stopwords,HDP2,73,35,domiciled
20250921-205356,no_stopwords,HDP2,73,36,newspaper
20250921-205356,no_stopwords,HDP2,73,37,forming
20250921-205356,no_stopwords,HDP2,73,38,months
20250921-205356,no_stopwords,HDP2,73,39,packages
20250921-205356,no_stopwords,HDP2,73,40,exchanges
20250921-205356,no_stopwords,HDP2,73,41,regulations
20250921-205356,no_stopwords,HDP2,73,42,shareholders
20250921-205356,no_stopwords,HDP2,73,43,fund
20250921-205356,no_stopwords,HDP2,73,44,numerous
20250921-205356,no_stopwords,HDP2,73,45,history
20250921-205356,no_stopwords,HDP2,73,46,climate
20250921-205356,no_stopwords,HDP2,73,47,avenue
20250921-205356,no_stopwords,HDP2,73,48,combine
20250921-205356,no_stopwords,HDP2,73,49,davidson
20250921-205356,no_stopwords,HDP2,73,50,officially
20250921-205356,no_stopwords,HDP2,74,1,toy
20250921-205356,no_stopwords,HDP2,74,2,chairman
20250921-205356,no_stopwords,HDP2,74,3,marcellus
20250921-205356,no_stopwords,HDP2,74,4,consultancy
20250921-205356,no_stopwords,HDP2,74,5,model
20250921-205356,no_stopwords,HDP2,74,6,pronounced
20250921-205356,no_stopwords,HDP2,74,7,record
20250921-205356,no_stopwords,HDP2,74,8,austria
20250921-205356,no_stopwords,HDP2,74,9,protection
20250921-205356,no_stopwords,HDP2,74,10,farms
20250921-205356,no_stopwords,HDP2,74,11,animal
20250921-205356,no_stopwords,HDP2,74,12,opened
20250921-205356,no_stopwords,HDP2,74,13,incarnation
20250921-205356,no_stopwords,HDP2,74,14,journal
20250921-205356,no_stopwords,HDP2,74,15,data
20250921-205356,no_stopwords,HDP2,74,16,assembly
20250921-205356,no_stopwords,HDP2,74,17,majority
20250921-205356,no_stopwords,HDP2,74,18,rudolph
20250921-205356,no_stopwords,HDP2,74,19,supplier
20250921-205356,no_stopwords,HDP2,74,20,communication
20250921-205356,no_stopwords,HDP2,74,21,foundry
20250921-205356,no_stopwords,HDP2,74,22,dam
20250921-205356,no_stopwords,HDP2,74,23,descendant
20250921-205356,no_stopwords,HDP2,74,24,successful
20250921-205356,no_stopwords,HDP2,74,25,hydro
20250921-205356,no_stopwords,HDP2,74,26,islands
20250921-205356,no_stopwords,HDP2,74,27,appliance
20250921-205356,no_stopwords,HDP2,74,28,vendor
20250921-205356,no_stopwords,HDP2,74,29,internal
20250921-205356,no_stopwords,HDP2,74,30,stakes
20250921-205356,no_stopwords,HDP2,74,31,headed
20250921-205356,no_stopwords,HDP2,74,32,francisco
20250921-205356,no_stopwords,HDP2,74,33,parameter
20250921-205356,no_stopwords,HDP2,74,34,filings
20250921-205356,no_stopwords,HDP2,74,35,processor
20250921-205356,no_stopwords,HDP2,74,36,ha
20250921-205356,no_stopwords,HDP2,74,37,commission
20250921-205356,no_stopwords,HDP2,74,38,adults
20250921-205356,no_stopwords,HDP2,74,39,everyday
20250921-205356,no_stopwords,HDP2,74,40,liability
20250921-205356,no_stopwords,HDP2,74,41,continued
20250921-205356,no_stopwords,HDP2,74,42,scott
20250921-205356,no_stopwords,HDP2,74,43,scripps
20250921-205356,no_stopwords,HDP2,74,44,zone
20250921-205356,no_stopwords,HDP2,74,45,austin
20250921-205356,no_stopwords,HDP2,74,46,kohlberg
20250921-205356,no_stopwords,HDP2,74,47,continental
20250921-205356,no_stopwords,HDP2,74,48,marcus
20250921-205356,no_stopwords,HDP2,74,49,seattle
20250921-205356,no_stopwords,HDP2,74,50,peer
20250921-205356,no_stopwords,HDP2,75,1,employer
20250921-205356,no_stopwords,HDP2,75,2,banks
20250921-205356,no_stopwords,HDP2,75,3,region
20250921-205356,no_stopwords,HDP2,75,4,positions
20250921-205356,no_stopwords,HDP2,75,5,cbs
20250921-205356,no_stopwords,HDP2,75,6,cards
20250921-205356,no_stopwords,HDP2,75,7,globe
20250921-205356,no_stopwords,HDP2,75,8,local
20250921-205356,no_stopwords,HDP2,75,9,basic
20250921-205356,no_stopwords,HDP2,75,10,creates
20250921-205356,no_stopwords,HDP2,75,11,ceo
20250921-205356,no_stopwords,HDP2,75,12,yahoo
20250921-205356,no_stopwords,HDP2,75,13,provinces
20250921-205356,no_stopwords,HDP2,75,14,altria
20250921-205356,no_stopwords,HDP2,75,15,inventory
20250921-205356,no_stopwords,HDP2,75,16,franchise
20250921-205356,no_stopwords,HDP2,75,17,ahead
20250921-205356,no_stopwords,HDP2,75,18,measured
20250921-205356,no_stopwords,HDP2,75,19,stopped
20250921-205356,no_stopwords,HDP2,75,20,corps
20250921-205356,no_stopwords,HDP2,75,21,cvs
20250921-205356,no_stopwords,HDP2,75,22,leveraged
20250921-205356,no_stopwords,HDP2,75,23,value
20250921-205356,no_stopwords,HDP2,75,24,siemens
20250921-205356,no_stopwords,HDP2,75,25,wastewater
20250921-205356,no_stopwords,HDP2,75,26,labor
20250921-205356,no_stopwords,HDP2,75,27,smart
20250921-205356,no_stopwords,HDP2,75,28,murphy
20250921-205356,no_stopwords,HDP2,75,29,manufactures
20250921-205356,no_stopwords,HDP2,75,30,receipts
20250921-205356,no_stopwords,HDP2,75,31,redwood
20250921-205356,no_stopwords,HDP2,75,32,james
20250921-205356,no_stopwords,HDP2,75,33,abc
20250921-205356,no_stopwords,HDP2,75,34,jpmorgan
20250921-205356,no_stopwords,HDP2,75,35,character
20250921-205356,no_stopwords,HDP2,75,36,shelf
20250921-205356,no_stopwords,HDP2,75,37,esg
20250921-205356,no_stopwords,HDP2,75,38,elmer
20250921-205356,no_stopwords,HDP2,75,39,guam
20250921-205356,no_stopwords,HDP2,75,40,changes
20250921-205356,no_stopwords,HDP2,75,41,enel
20250921-205356,no_stopwords,HDP2,75,42,osaka
20250921-205356,no_stopwords,HDP2,75,43,chemical
20250921-205356,no_stopwords,HDP2,75,44,streets
20250921-205356,no_stopwords,HDP2,75,45,marked
20250921-205356,no_stopwords,HDP2,75,46,positioned
20250921-205356,no_stopwords,HDP2,75,47,characters
20250921-205356,no_stopwords,HDP2,75,48,city
20250921-205356,no_stopwords,HDP2,75,49,line
20250921-205356,no_stopwords,HDP2,75,50,condition
20250921-205356,no_stopwords,HDP2,76,1,half
20250921-205356,no_stopwords,HDP2,76,2,additional
20250921-205356,no_stopwords,HDP2,76,3,earth
20250921-205356,no_stopwords,HDP2,76,4,citizens
20250921-205356,no_stopwords,HDP2,76,5,polymers
20250921-205356,no_stopwords,HDP2,76,6,warehousing
20250921-205356,no_stopwords,HDP2,76,7,dissolved
20250921-205356,no_stopwords,HDP2,76,8,underground
20250921-205356,no_stopwords,HDP2,76,9,toy
20250921-205356,no_stopwords,HDP2,76,10,overland
20250921-205356,no_stopwords,HDP2,76,11,informally
20250921-205356,no_stopwords,HDP2,76,12,michigan
20250921-205356,no_stopwords,HDP2,76,13,wholesalers
20250921-205356,no_stopwords,HDP2,76,14,golden
20250921-205356,no_stopwords,HDP2,76,15,gas
20250921-205356,no_stopwords,HDP2,76,16,director
20250921-205356,no_stopwords,HDP2,76,17,wonder
20250921-205356,no_stopwords,HDP2,76,18,existence
20250921-205356,no_stopwords,HDP2,76,19,sized
20250921-205356,no_stopwords,HDP2,76,20,numbers
20250921-205356,no_stopwords,HDP2,76,21,proven
20250921-205356,no_stopwords,HDP2,76,22,treasury
20250921-205356,no_stopwords,HDP2,76,23,chemicals
20250921-205356,no_stopwords,HDP2,76,24,auto
20250921-205356,no_stopwords,HDP2,76,25,establishing
20250921-205356,no_stopwords,HDP2,76,26,strategy
20250921-205356,no_stopwords,HDP2,76,27,occurred
20250921-205356,no_stopwords,HDP2,76,28,government
20250921-205356,no_stopwords,HDP2,76,29,reorganization
20250921-205356,no_stopwords,HDP2,76,30,regarded
20250921-205356,no_stopwords,HDP2,76,31,annually
20250921-205356,no_stopwords,HDP2,76,32,body
20250921-205356,no_stopwords,HDP2,76,33,waste
20250921-205356,no_stopwords,HDP2,76,34,industries
20250921-205356,no_stopwords,HDP2,76,35,truckload
20250921-205356,no_stopwords,HDP2,76,36,needed
20250921-205356,no_stopwords,HDP2,76,37,supplier
20250921-205356,no_stopwords,HDP2,76,38,clothing
20250921-205356,no_stopwords,HDP2,76,39,involving
20250921-205356,no_stopwords,HDP2,76,40,tx
20250921-205356,no_stopwords,HDP2,76,41,time
20250921-205356,no_stopwords,HDP2,76,42,scotland
20250921-205356,no_stopwords,HDP2,76,43,defaults
20250921-205356,no_stopwords,HDP2,76,44,aftermarket
20250921-205356,no_stopwords,HDP2,76,45,majority
20250921-205356,no_stopwords,HDP2,76,46,film
20250921-205356,no_stopwords,HDP2,76,47,september
20250921-205356,no_stopwords,HDP2,76,48,knight
20250921-205356,no_stopwords,HDP2,76,49,graphic
20250921-205356,no_stopwords,HDP2,76,50,wife
20250921-205356,no_stopwords,HDP2,77,1,featured
20250921-205356,no_stopwords,HDP2,77,2,eighth
20250921-205356,no_stopwords,HDP2,77,3,springs
20250921-205356,no_stopwords,HDP2,77,4,tx
20250921-205356,no_stopwords,HDP2,77,5,modified
20250921-205356,no_stopwords,HDP2,77,6,italy
20250921-205356,no_stopwords,HDP2,77,7,half
20250921-205356,no_stopwords,HDP2,77,8,pit
20250921-205356,no_stopwords,HDP2,77,9,prints
20250921-205356,no_stopwords,HDP2,77,10,von
20250921-205356,no_stopwords,HDP2,77,11,heat
20250921-205356,no_stopwords,HDP2,77,12,earned
20250921-205356,no_stopwords,HDP2,77,13,cedar
20250921-205356,no_stopwords,HDP2,77,14,canadian
20250921-205356,no_stopwords,HDP2,77,15,enables
20250921-205356,no_stopwords,HDP2,77,16,russian
20250921-205356,no_stopwords,HDP2,77,17,gigawatt
20250921-205356,no_stopwords,HDP2,77,18,rated
20250921-205356,no_stopwords,HDP2,77,19,chains
20250921-205356,no_stopwords,HDP2,77,20,noted
20250921-205356,no_stopwords,HDP2,77,21,smallest
20250921-205356,no_stopwords,HDP2,77,22,buses
20250921-205356,no_stopwords,HDP2,77,23,garden
20250921-205356,no_stopwords,HDP2,77,24,record
20250921-205356,no_stopwords,HDP2,77,25,chicken
20250921-205356,no_stopwords,HDP2,77,26,handling
20250921-205356,no_stopwords,HDP2,77,27,identity
20250921-205356,no_stopwords,HDP2,77,28,allowing
20250921-205356,no_stopwords,HDP2,77,29,close
20250921-205356,no_stopwords,HDP2,77,30,plans
20250921-205356,no_stopwords,HDP2,77,31,lumen
20250921-205356,no_stopwords,HDP2,77,32,notable
20250921-205356,no_stopwords,HDP2,77,33,contact
20250921-205356,no_stopwords,HDP2,77,34,altria
20250921-205356,no_stopwords,HDP2,77,35,graphics
20250921-205356,no_stopwords,HDP2,77,36,decision
20250921-205356,no_stopwords,HDP2,77,37,fiber
20250921-205356,no_stopwords,HDP2,77,38,cup
20250921-205356,no_stopwords,HDP2,77,39,introduced
20250921-205356,no_stopwords,HDP2,77,40,rentals
20250921-205356,no_stopwords,HDP2,77,41,talent
20250921-205356,no_stopwords,HDP2,77,42,authorized
20250921-205356,no_stopwords,HDP2,77,43,rare
20250921-205356,no_stopwords,HDP2,77,44,brazil
20250921-205356,no_stopwords,HDP2,77,45,conditions
20250921-205356,no_stopwords,HDP2,77,46,notably
20250921-205356,no_stopwords,HDP2,77,47,commission
20250921-205356,no_stopwords,HDP2,77,48,generator
20250921-205356,no_stopwords,HDP2,77,49,users
20250921-205356,no_stopwords,HDP2,77,50,split
20250921-205356,no_stopwords,HDP2,78,1,sky
20250921-205356,no_stopwords,HDP2,78,2,shenzhen
20250921-205356,no_stopwords,HDP2,78,3,developed
20250921-205356,no_stopwords,HDP2,78,4,anchor
20250921-205356,no_stopwords,HDP2,78,5,array
20250921-205356,no_stopwords,HDP2,78,6,format
20250921-205356,no_stopwords,HDP2,78,7,vaccines
20250921-205356,no_stopwords,HDP2,78,8,abbreviation
20250921-205356,no_stopwords,HDP2,78,9,council
20250921-205356,no_stopwords,HDP2,78,10,shape
20250921-205356,no_stopwords,HDP2,78,11,president
20250921-205356,no_stopwords,HDP2,78,12,cross
20250921-205356,no_stopwords,HDP2,78,13,gene
20250921-205356,no_stopwords,HDP2,78,14,skyscraper
20250921-205356,no_stopwords,HDP2,78,15,polymer
20250921-205356,no_stopwords,HDP2,78,16,workers
20250921-205356,no_stopwords,HDP2,78,17,established
20250921-205356,no_stopwords,HDP2,78,18,rent
20250921-205356,no_stopwords,HDP2,78,19,divisions
20250921-205356,no_stopwords,HDP2,78,20,apollo
20250921-205356,no_stopwords,HDP2,78,21,douglas
20250921-205356,no_stopwords,HDP2,78,22,quarter
20250921-205356,no_stopwords,HDP2,78,23,ben
20250921-205356,no_stopwords,HDP2,78,24,drive
20250921-205356,no_stopwords,HDP2,78,25,gj
20250921-205356,no_stopwords,HDP2,78,26,bob
20250921-205356,no_stopwords,HDP2,78,27,hydrocarbon
20250921-205356,no_stopwords,HDP2,78,28,madison
20250921-205356,no_stopwords,HDP2,78,29,option
20250921-205356,no_stopwords,HDP2,78,30,harry
20250921-205356,no_stopwords,HDP2,78,31,tourist
20250921-205356,no_stopwords,HDP2,78,32,fremont
20250921-205356,no_stopwords,HDP2,78,33,contains
20250921-205356,no_stopwords,HDP2,78,34,william
20250921-205356,no_stopwords,HDP2,78,35,vessel
20250921-205356,no_stopwords,HDP2,78,36,kraft
20250921-205356,no_stopwords,HDP2,78,37,canada
20250921-205356,no_stopwords,HDP2,78,38,pipelines
20250921-205356,no_stopwords,HDP2,78,39,crawford
20250921-205356,no_stopwords,HDP2,78,40,secondary
20250921-205356,no_stopwords,HDP2,78,41,doctors
20250921-205356,no_stopwords,HDP2,78,42,tracked
20250921-205356,no_stopwords,HDP2,78,43,department
20250921-205356,no_stopwords,HDP2,78,44,example
20250921-205356,no_stopwords,HDP2,78,45,rubber
20250921-205356,no_stopwords,HDP2,78,46,fortress
20250921-205356,no_stopwords,HDP2,78,47,bonds
20250921-205356,no_stopwords,HDP2,78,48,unilever
20250921-205356,no_stopwords,HDP2,78,49,milan
20250921-205356,no_stopwords,HDP2,78,50,jointly
20250921-205356,no_stopwords,HDP2,79,1,fiat
20250921-205356,no_stopwords,HDP2,79,2,gp
20250921-205356,no_stopwords,HDP2,79,3,standards
20250921-205356,no_stopwords,HDP2,79,4,ads
20250921-205356,no_stopwords,HDP2,79,5,activities
20250921-205356,no_stopwords,HDP2,79,6,earliest
20250921-205356,no_stopwords,HDP2,79,7,general
20250921-205356,no_stopwords,HDP2,79,8,camera
20250921-205356,no_stopwords,HDP2,79,9,abbreviated
20250921-205356,no_stopwords,HDP2,79,10,sycamore
20250921-205356,no_stopwords,HDP2,79,11,savings
20250921-205356,no_stopwords,HDP2,79,12,travel
20250921-205356,no_stopwords,HDP2,79,13,central
20250921-205356,no_stopwords,HDP2,79,14,cap
20250921-205356,no_stopwords,HDP2,79,15,northeastern
20250921-205356,no_stopwords,HDP2,79,16,retains
20250921-205356,no_stopwords,HDP2,79,17,internal
20250921-205356,no_stopwords,HDP2,79,18,santiago
20250921-205356,no_stopwords,HDP2,79,19,fremont
20250921-205356,no_stopwords,HDP2,79,20,book
20250921-205356,no_stopwords,HDP2,79,21,privatized
20250921-205356,no_stopwords,HDP2,79,22,joined
20250921-205356,no_stopwords,HDP2,79,23,bonds
20250921-205356,no_stopwords,HDP2,79,24,hydrogen
20250921-205356,no_stopwords,HDP2,79,25,engineered
20250921-205356,no_stopwords,HDP2,79,26,recognition
20250921-205356,no_stopwords,HDP2,79,27,amc
20250921-205356,no_stopwords,HDP2,79,28,tech
20250921-205356,no_stopwords,HDP2,79,29,sponsor
20250921-205356,no_stopwords,HDP2,79,30,consumer
20250921-205356,no_stopwords,HDP2,79,31,rico
20250921-205356,no_stopwords,HDP2,79,32,ray
20250921-205356,no_stopwords,HDP2,79,33,recording
20250921-205356,no_stopwords,HDP2,79,34,buildings
20250921-205356,no_stopwords,HDP2,79,35,israeli
20250921-205356,no_stopwords,HDP2,79,36,academy
20250921-205356,no_stopwords,HDP2,79,37,previously
20250921-205356,no_stopwords,HDP2,79,38,mainframe
20250921-205356,no_stopwords,HDP2,79,39,tower
20250921-205356,no_stopwords,HDP2,79,40,peabody
20250921-205356,no_stopwords,HDP2,79,41,packing
20250921-205356,no_stopwords,HDP2,79,42,diameter
20250921-205356,no_stopwords,HDP2,79,43,organizations
20250921-205356,no_stopwords,HDP2,79,44,mumbai
20250921-205356,no_stopwords,HDP2,79,45,pork
20250921-205356,no_stopwords,HDP2,79,46,elizabeth
20250921-205356,no_stopwords,HDP2,79,47,marketer
20250921-205356,no_stopwords,HDP2,79,48,jeep
20250921-205356,no_stopwords,HDP2,79,49,fargo
20250921-205356,no_stopwords,HDP2,79,50,outside
20250921-205356,no_stopwords,HDP2,80,1,applied
20250921-205356,no_stopwords,HDP2,80,2,risk
20250921-205356,no_stopwords,HDP2,80,3,index
20250921-205356,no_stopwords,HDP2,80,4,formally
20250921-205356,no_stopwords,HDP2,80,5,alto
20250921-205356,no_stopwords,HDP2,80,6,scripps
20250921-205356,no_stopwords,HDP2,80,7,solid
20250921-205356,no_stopwords,HDP2,80,8,runs
20250921-205356,no_stopwords,HDP2,80,9,syndication
20250921-205356,no_stopwords,HDP2,80,10,save
20250921-205356,no_stopwords,HDP2,80,11,retailers
20250921-205356,no_stopwords,HDP2,80,12,vancouver
20250921-205356,no_stopwords,HDP2,80,13,dating
20250921-205356,no_stopwords,HDP2,80,14,existing
20250921-205356,no_stopwords,HDP2,80,15,valuable
20250921-205356,no_stopwords,HDP2,80,16,springs
20250921-205356,no_stopwords,HDP2,80,17,louisville
20250921-205356,no_stopwords,HDP2,80,18,app
20250921-205356,no_stopwords,HDP2,80,19,railcar
20250921-205356,no_stopwords,HDP2,80,20,jones
20250921-205356,no_stopwords,HDP2,80,21,ratings
20250921-205356,no_stopwords,HDP2,80,22,bid
20250921-205356,no_stopwords,HDP2,80,23,exchange
20250921-205356,no_stopwords,HDP2,80,24,james
20250921-205356,no_stopwords,HDP2,80,25,fish
20250921-205356,no_stopwords,HDP2,80,26,interior
20250921-205356,no_stopwords,HDP2,80,27,vacations
20250921-205356,no_stopwords,HDP2,80,28,blackstone
20250921-205356,no_stopwords,HDP2,80,29,cleveland
20250921-205356,no_stopwords,HDP2,80,30,atlantic
20250921-205356,no_stopwords,HDP2,80,31,example
20250921-205356,no_stopwords,HDP2,80,32,featured
20250921-205356,no_stopwords,HDP2,80,33,siemens
20250921-205356,no_stopwords,HDP2,80,34,surround
20250921-205356,no_stopwords,HDP2,80,35,claimed
20250921-205356,no_stopwords,HDP2,80,36,immigrant
20250921-205356,no_stopwords,HDP2,80,37,fit
20250921-205356,no_stopwords,HDP2,80,38,defense
20250921-205356,no_stopwords,HDP2,80,39,wildlife
20250921-205356,no_stopwords,HDP2,80,40,jordan
20250921-205356,no_stopwords,HDP2,80,41,service
20250921-205356,no_stopwords,HDP2,80,42,develop
20250921-205356,no_stopwords,HDP2,80,43,egypt
20250921-205356,no_stopwords,HDP2,80,44,atmos
20250921-205356,no_stopwords,HDP2,80,45,lawsuits
20250921-205356,no_stopwords,HDP2,80,46,offs
20250921-205356,no_stopwords,HDP2,80,47,reorganization
20250921-205356,no_stopwords,HDP2,80,48,rescue
20250921-205356,no_stopwords,HDP2,80,49,tracking
20250921-205356,no_stopwords,HDP2,80,50,movie
20250921-205356,no_stopwords,HDP2,81,1,soup
20250921-205356,no_stopwords,HDP2,81,2,operating
20250921-205356,no_stopwords,HDP2,81,3,annually
20250921-205356,no_stopwords,HDP2,81,4,advertisements
20250921-205356,no_stopwords,HDP2,81,5,germany
20250921-205356,no_stopwords,HDP2,81,6,kitchen
20250921-205356,no_stopwords,HDP2,81,7,warning
20250921-205356,no_stopwords,HDP2,81,8,town
20250921-205356,no_stopwords,HDP2,81,9,phillips
20250921-205356,no_stopwords,HDP2,81,10,folded
20250921-205356,no_stopwords,HDP2,81,11,bangalore
20250921-205356,no_stopwords,HDP2,81,12,step
20250921-205356,no_stopwords,HDP2,81,13,picture
20250921-205356,no_stopwords,HDP2,81,14,suburban
20250921-205356,no_stopwords,HDP2,81,15,stride
20250921-205356,no_stopwords,HDP2,81,16,equity
20250921-205356,no_stopwords,HDP2,81,17,italian
20250921-205356,no_stopwords,HDP2,81,18,publisher
20250921-205356,no_stopwords,HDP2,81,19,flights
20250921-205356,no_stopwords,HDP2,81,20,biggest
20250921-205356,no_stopwords,HDP2,81,21,branched
20250921-205356,no_stopwords,HDP2,81,22,important
20250921-205356,no_stopwords,HDP2,81,23,notable
20250921-205356,no_stopwords,HDP2,81,24,photo
20250921-205356,no_stopwords,HDP2,81,25,biotech
20250921-205356,no_stopwords,HDP2,81,26,bottled
20250921-205356,no_stopwords,HDP2,81,27,bulk
20250921-205356,no_stopwords,HDP2,81,28,privatization
20250921-205356,no_stopwords,HDP2,81,29,recovery
20250921-205356,no_stopwords,HDP2,81,30,surrounding
20250921-205356,no_stopwords,HDP2,81,31,catalog
20250921-205356,no_stopwords,HDP2,81,32,corporations
20250921-205356,no_stopwords,HDP2,81,33,massive
20250921-205356,no_stopwords,HDP2,81,34,closing
20250921-205356,no_stopwords,HDP2,81,35,said
20250921-205356,no_stopwords,HDP2,81,36,enabled
20250921-205356,no_stopwords,HDP2,81,37,located
20250921-205356,no_stopwords,HDP2,81,38,rolled
20250921-205356,no_stopwords,HDP2,81,39,contributing
20250921-205356,no_stopwords,HDP2,81,40,performance
20250921-205356,no_stopwords,HDP2,81,41,creek
20250921-205356,no_stopwords,HDP2,81,42,lockheed
20250921-205356,no_stopwords,HDP2,81,43,thompson
20250921-205356,no_stopwords,HDP2,81,44,uk
20250921-205356,no_stopwords,HDP2,81,45,organic
20250921-205356,no_stopwords,HDP2,81,46,newspapers
20250921-205356,no_stopwords,HDP2,81,47,resolution
20250921-205356,no_stopwords,HDP2,81,48,ben
20250921-205356,no_stopwords,HDP2,81,49,ferrari
20250921-205356,no_stopwords,HDP2,81,50,planned
20250921-205356,no_stopwords,HDP2,82,1,theatres
20250921-205356,no_stopwords,HDP2,82,2,mid
20250921-205356,no_stopwords,HDP2,82,3,famous
20250921-205356,no_stopwords,HDP2,82,4,capabilities
20250921-205356,no_stopwords,HDP2,82,5,rd
20250921-205356,no_stopwords,HDP2,82,6,started
20250921-205356,no_stopwords,HDP2,82,7,vinyl
20250921-205356,no_stopwords,HDP2,82,8,chain
20250921-205356,no_stopwords,HDP2,82,9,channel
20250921-205356,no_stopwords,HDP2,82,10,houston
20250921-205356,no_stopwords,HDP2,82,11,dual
20250921-205356,no_stopwords,HDP2,82,12,battery
20250921-205356,no_stopwords,HDP2,82,13,competed
20250921-205356,no_stopwords,HDP2,82,14,litigation
20250921-205356,no_stopwords,HDP2,82,15,circle
20250921-205356,no_stopwords,HDP2,82,16,efficiency
20250921-205356,no_stopwords,HDP2,82,17,chilean
20250921-205356,no_stopwords,HDP2,82,18,waltham
20250921-205356,no_stopwords,HDP2,82,19,entercom
20250921-205356,no_stopwords,HDP2,82,20,dominican
20250921-205356,no_stopwords,HDP2,82,21,fleet
20250921-205356,no_stopwords,HDP2,82,22,account
20250921-205356,no_stopwords,HDP2,82,23,capacity
20250921-205356,no_stopwords,HDP2,82,24,army
20250921-205356,no_stopwords,HDP2,82,25,collaboration
20250921-205356,no_stopwords,HDP2,82,26,mutual
20250921-205356,no_stopwords,HDP2,82,27,northwest
20250921-205356,no_stopwords,HDP2,82,28,arnold
20250921-205356,no_stopwords,HDP2,82,29,trusts
20250921-205356,no_stopwords,HDP2,82,30,gordon
20250921-205356,no_stopwords,HDP2,82,31,jack
20250921-205356,no_stopwords,HDP2,82,32,aes
20250921-205356,no_stopwords,HDP2,82,33,establishing
20250921-205356,no_stopwords,HDP2,82,34,permian
20250921-205356,no_stopwords,HDP2,82,35,development
20250921-205356,no_stopwords,HDP2,82,36,reach
20250921-205356,no_stopwords,HDP2,82,37,newton
20250921-205356,no_stopwords,HDP2,82,38,holds
20250921-205356,no_stopwords,HDP2,82,39,invested
20250921-205356,no_stopwords,HDP2,82,40,episode
20250921-205356,no_stopwords,HDP2,82,41,brian
20250921-205356,no_stopwords,HDP2,82,42,justice
20250921-205356,no_stopwords,HDP2,82,43,sidebar
20250921-205356,no_stopwords,HDP2,82,44,bloomberg
20250921-205356,no_stopwords,HDP2,82,45,beginning
20250921-205356,no_stopwords,HDP2,82,46,database
20250921-205356,no_stopwords,HDP2,82,47,pond
20250921-205356,no_stopwords,HDP2,82,48,animation
20250921-205356,no_stopwords,HDP2,82,49,voice
20250921-205356,no_stopwords,HDP2,82,50,netherlands
20250921-205356,no_stopwords,HDP2,83,1,innovations
20250921-205356,no_stopwords,HDP2,83,2,interim
20250921-205356,no_stopwords,HDP2,83,3,regarded
20250921-205356,no_stopwords,HDP2,83,4,engines
20250921-205356,no_stopwords,HDP2,83,5,services
20250921-205356,no_stopwords,HDP2,83,6,pain
20250921-205356,no_stopwords,HDP2,83,7,ultimate
20250921-205356,no_stopwords,HDP2,83,8,merck
20250921-205356,no_stopwords,HDP2,83,9,queensland
20250921-205356,no_stopwords,HDP2,83,10,mouse
20250921-205356,no_stopwords,HDP2,83,11,supported
20250921-205356,no_stopwords,HDP2,83,12,density
20250921-205356,no_stopwords,HDP2,83,13,locations
20250921-205356,no_stopwords,HDP2,83,14,fighting
20250921-205356,no_stopwords,HDP2,83,15,completely
